Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Physical exercise,Calories
43.16,Male,40.7,1.74,186.95,143.0,51.07,1.49,1609.2,Strength,20.592482258832124,2.21,2.99,2.0,13.44,-0.01,1404.0
58.76,Female,96.64,1.71,182.87,149.62,61.96,0.58,509.94,Cardio,35.0,2.89,3.01,1.0,33.05,0.99,2693.0
18.14,Female,59.35,1.61,174.93,150.28,70.99,1.9,2228.13,Strength,27.09442931509431,2.69,3.97,3.03,22.9,0.01,1611.0
32.28,Female,63.07,1.63,190.27,160.92,57.91,1.67,1736.8,Cardio,20.68885477214553,2.71,5.01,3.0,23.74,-0.02,1862.0
46.69,Male,46.2,1.93,165.81,158.76,64.93,1.28,1686.78,HIIT,15.809599344488229,1.99,3.02,1.98,12.4,-0.03,1416.0
55.17,Female,63.52,1.86,198.19,144.01,53.12,1.36,1468.8,Strength,20.207830129719195,2.92,4.01,2.0,18.36,-0.01,1973.0
36.07,Female,95.78,1.86,193.32,129.11,65.07,1.36,1346.4,Strength,32.403336445360914,3.21,2.99,1.0,27.69,-0.01,2388.0
28.95,Male,86.99,1.86,176.96,122.91,72.0,1.52,1779.77,Strength,26.707581108713434,3.5,3.98,3.01,25.14,-0.0,2263.0
50.02,Female,64.46,1.79,163.3,130.24,61.01,1.17,1125.07,Cardio,23.91948959136756,2.4,3.98,2.02,20.12,1.03,1808.0
58.28,Male,44.44,1.57,183.49,155.35,59.21,1.08,1068.23,Strength,18.697446506864903,2.28,3.0,1.0,18.03,0.02,1225.0
22.92,Female,108.06,1.93,167.33,139.06,55.03,1.16,1532.48,HIIT,29.19738464101145,3.09,3.99,2.01,29.01,2.01,2909.0
43.3,Male,55.25,1.82,159.85,124.43,65.97,1.08,1067.26,Strength,21.39215122305881,2.0,3.01,1.0,16.68,-0.01,1486.0
51.8,Male,61.59,1.69,160.05,151.67,63.01,1.81,2117.7,Strength,20.562436380195123,2.7,4.04,3.0,21.56,4.04,1865.0
26.86,Male,70.74,1.76,170.97,120.35,65.97,0.93,613.24,Yoga,24.087345799558232,1.98,3.03,1.0,22.84,-0.01,1900.0
19.85,Female,82.81,1.99,178.82,145.83,59.15,1.68,1961.06,Strength,23.514291953645607,3.49,4.99,2.97,20.91,0.02,2331.0
31.87,Male,49.21,1.62,166.89,158.23,74.14,1.18,849.6,Yoga,21.601135393081684,2.51,3.01,2.0,18.75,0.02,1340.0
45.81,Female,58.65,1.7,179.76,155.25,53.05,1.53,1790.1,Strength,19.032173545057002,2.7,3.97,3.0,20.29,0.0,1778.0
25.35,Female,120.39,1.83,179.16,119.44,50.97,1.04,749.42,Yoga,35.0,2.5,2.98,2.01,35.95,0.01,3179.0
52.25,Female,71.13,1.72,193.9,143.49,66.03,1.3,1716.0,HIIT,25.907339790735456,2.57,2.97,2.0,24.04,0.02,1987.0
44.19,Female,47.86,1.76,188.94,124.01,52.29,0.87,574.72,Yoga,16.572054943397944,2.61,2.0,1.01,15.45,0.98,1270.0
32.07,Male,49.33,1.62,167.15,158.23,73.54,1.18,851.02,Yoga,19.91357922428989,2.52,3.0,2.02,18.8,0.0,1424.0
49.0,Female,61.96,1.66,172.99,152.23,73.2,1.35,1297.08,Cardio,25.25404223590358,1.8,3.01,2.01,22.49,0.01,1839.0
41.23,Male,43.5,1.78,182.0,165.2,58.02,1.17,1031.47,Cardio,19.251223602306425,1.58,3.0,1.02,13.73,-0.0,1160.0
52.98,Female,125.17,1.91,170.66,137.07,70.14,0.52,628.63,HIIT,35.0,3.09,1.99,1.0,34.31,0.0,3154.0
52.08,Female,51.81,1.67,169.2,123.91,52.0,1.51,1328.8,Cardio,20.844379411919807,1.5,1.97,1.0,18.58,0.05,1572.0
54.0,Female,85.84,1.96,195.32,139.8,64.26,1.17,1030.54,Cardio,26.610187019304153,3.4,1.98,1.01,22.34,0.01,2253.0
44.06,Male,82.37,1.79,167.08,154.43,70.05,1.5,1561.2,Cardio,26.954862974559074,3.53,5.04,3.01,25.71,3.0,2306.0
21.17,Female,55.24,1.55,162.9,160.78,52.93,1.38,1491.64,Strength,24.40036237992263,1.69,4.0,2.01,22.99,0.02,1433.0
36.76,Female,70.38,1.77,161.6,122.93,52.07,1.02,1008.88,Strength,23.00118659722942,1.71,1.99,1.0,22.46,0.0,2084.0
18.35,Female,63.57,1.59,185.15,124.75,50.03,1.88,2202.98,Strength,26.982590047911362,2.72,3.95,3.02,25.15,0.03,1715.0
44.02,Female,82.96,1.79,167.21,154.9,70.16,1.5,1753.65,Strength,26.763789249879007,3.49,5.03,2.99,25.89,3.03,2307.0
45.65,Male,95.4,1.82,163.54,119.81,69.0,1.46,1049.45,Yoga,28.094510717270495,3.2,3.0,1.98,28.8,-0.02,2637.0
41.75,Female,63.32,1.71,173.23,169.2,62.08,1.42,1362.06,Cardio,24.880446232301395,1.81,2.97,1.99,21.65,-0.0,1536.0
38.04,Female,71.44,1.77,196.9,141.94,71.95,1.12,1108.8,Strength,25.920763707894476,3.12,2.0,1.0,22.8,0.02,2029.0
46.69,Male,81.38,1.84,185.28,136.0,65.36,1.36,1798.19,HIIT,27.313990408119583,3.41,3.99,2.02,24.04,0.01,2262.0
48.86,Male,82.55,1.86,162.09,159.87,64.09,1.86,2659.8,HIIT,23.932947032804492,3.51,4.02,3.0,23.86,0.02,2306.0
27.97,Male,66.16,1.9,174.67,158.21,56.0,1.19,785.4,Yoga,19.14534773887083,3.01,2.98,1.0,18.33,-0.01,1934.0
49.15,Male,81.89,1.86,161.85,159.89,64.12,1.87,2674.1,HIIT,26.48264603186284,3.52,3.99,3.0,23.67,-0.01,2137.0
50.01,Male,70.86,1.68,186.7,160.86,70.06,1.17,772.9,Yoga,27.682804980006214,2.5,2.02,1.01,25.11,0.0,1750.0
19.88,Female,64.78,1.78,187.98,136.87,60.81,1.72,1788.8,Cardio,25.018735636710723,2.71,3.98,3.0,20.45,2.0,1791.0
56.37,Male,59.39,1.56,181.97,154.86,56.94,1.27,915.16,Yoga,26.26970756732088,2.62,4.01,2.01,24.4,-0.02,1809.0
27.86,Female,78.18,1.63,184.94,153.94,58.76,1.09,784.15,Yoga,27.543186446721126,1.8,3.01,1.99,29.43,-0.01,2047.0
37.4,Female,88.07,1.69,183.0,157.83,69.05,1.81,2588.3,HIIT,32.164882035988825,3.5,5.01,3.0,30.84,1.0,2430.0
21.91,Male,79.51,1.7,176.97,137.82,65.77,1.36,1466.35,Strength,31.783533478213773,2.07,3.98,1.98,27.51,0.03,2154.0
47.12,Male,46.08,1.93,165.64,158.8,64.98,1.3,1248.0,Cardio,15.690825928220471,1.98,3.05,2.0,12.37,-0.01,1549.0
32.4,Male,68.01,1.66,166.81,122.55,54.06,1.11,800.53,Yoga,25.850448349687916,2.32,3.98,2.02,24.68,-0.02,2051.0
27.24,Female,69.33,1.76,171.07,121.12,65.93,0.94,931.45,Strength,19.39534866668618,1.98,3.0,1.01,22.38,-0.02,1785.0
50.53,Male,51.19,1.71,199.29,154.75,64.02,1.48,1462.54,Strength,18.288797655159485,2.89,1.99,1.0,17.51,0.0,1486.0
23.57,Female,73.08,1.77,174.54,127.26,68.0,0.86,1039.65,HIIT,23.813773214333736,1.5,3.0,1.0,23.33,0.99,1957.0
58.24,Male,63.0,1.78,175.64,153.77,73.23,1.58,1230.5,Yoga,22.672487181926012,2.69,4.01,2.98,19.88,0.0,1642.0
47.85,Female,68.71,1.74,160.36,167.27,57.74,1.48,1951.97,HIIT,25.506477143484272,2.31,3.01,1.99,22.69,4.0,1960.0
36.08,Female,56.71,1.95,183.2,128.35,63.9,1.08,778.9,Yoga,19.47727018544963,3.38,3.98,2.02,14.91,-0.01,1468.0
57.23,Female,55.43,1.99,170.13,125.7,70.02,1.12,1482.1,HIIT,16.56728232789326,2.98,3.0,2.03,14.0,1.0,1531.0
49.95,Female,91.1,1.71,172.95,152.75,61.78,1.07,1028.91,Cardio,32.38622917309091,3.4,3.98,2.02,31.15,-0.03,2291.0
56.72,Male,64.25,1.57,177.14,144.07,72.85,1.52,1186.51,Yoga,25.216289986117637,2.7,5.03,3.01,26.07,3.04,1925.0
31.9,Female,85.62,1.6,176.21,145.3,60.14,1.99,2326.51,Strength,33.307694720964875,3.49,5.02,2.99,33.45,-0.01,2354.0
27.73,Female,80.84,1.66,174.28,153.24,50.23,1.1,1453.21,HIIT,28.89529006619067,3.49,4.03,2.01,29.34,2.98,2279.0
44.25,Male,47.87,1.76,189.0,124.09,52.12,0.88,1064.8,HIIT,19.80245412270905,2.59,2.01,1.0,15.45,1.01,1172.0
44.94,Male,41.19,1.58,195.1,168.19,70.96,1.48,1302.4,Cardio,20.736760655373846,2.59,2.0,1.0,16.5,0.03,1081.0
23.3,Female,40.69,1.75,167.04,144.95,60.9,0.82,992.2,HIIT,17.291994718332777,2.09,3.01,1.0,13.29,1.03,1332.0
19.08,Male,95.57,1.85,189.61,143.65,50.02,1.2,1293.84,Strength,29.035393286795664,2.29,4.02,1.98,27.92,1.02,2682.0
39.93,Female,62.92,1.53,196.95,143.63,73.22,1.93,1504.24,Yoga,28.011967948287996,2.7,5.01,2.99,26.88,2.99,1843.0
35.18,Female,45.17,1.62,195.79,157.65,65.18,0.55,483.56,Cardio,22.333460489468575,2.0,1.99,1.0,17.21,0.02,1238.0
56.22,Female,49.87,1.7,175.02,146.03,58.02,1.29,851.4,Yoga,21.696862253566998,2.32,1.99,1.0,17.26,-0.01,1256.0
34.86,Female,85.7,1.85,185.32,135.11,55.17,1.78,1384.13,Yoga,27.153612656901288,3.49,4.95,2.96,25.04,0.01,2462.0
52.2,Female,57.76,1.56,166.21,152.25,68.05,1.65,1716.0,Cardio,25.971589443924174,2.69,4.0,3.0,23.73,-0.01,1526.0
54.29,Male,78.55,1.66,194.86,130.57,55.07,1.41,1864.3,HIIT,32.54609238728557,2.59,3.01,2.02,28.51,-0.03,2196.0
24.18,Female,51.25,1.67,177.97,132.9,71.74,0.98,967.55,Strength,20.747564425736705,2.81,2.98,1.0,18.38,0.98,1338.0
39.84,Female,69.73,1.55,171.31,162.54,73.96,0.84,555.41,Yoga,26.94801782493841,1.49,3.01,1.02,29.02,0.04,1874.0
32.97,Male,81.27,1.99,184.06,136.71,51.03,1.59,2271.95,HIIT,22.194626463125523,3.49,3.99,2.99,20.52,0.0,2243.0
32.0,Female,77.86,1.92,173.99,137.19,50.27,1.39,1498.7,Strength,19.608407468348044,3.3,3.02,1.98,21.12,0.01,2029.0
50.21,Female,57.0,1.91,184.09,131.43,67.75,1.1,1452.0,HIIT,17.27908510764612,2.68,4.02,2.0,15.62,0.01,1713.0
52.01,Female,64.66,1.51,164.19,164.54,68.03,1.81,2116.07,Strength,29.955833926171145,2.7,3.99,2.99,28.36,-0.04,1924.0
48.89,Male,82.3,1.84,192.15,146.1,71.1,1.29,1233.24,Cardio,24.104211434735554,3.41,4.01,1.95,24.31,2.0,2272.0
24.59,Female,64.99,1.77,160.05,141.07,57.92,0.89,880.3,Strength,23.14005285080252,2.59,3.03,1.0,20.74,-0.04,1709.0
46.13,Female,60.9,1.7,180.99,152.97,61.09,1.67,1952.4,Strength,24.699499809804404,2.7,4.01,2.99,21.07,0.01,1818.0
23.48,Female,114.31,1.6,181.64,162.55,59.81,1.48,1598.4,Strength,35.0,2.69,3.97,2.0,44.65,-0.0,3325.0
18.91,Male,60.88,1.59,183.65,128.21,52.93,1.15,758.31,Yoga,25.699148728041322,2.2,2.0,1.0,24.08,0.01,1519.0
37.18,Female,103.77,1.89,175.19,168.09,56.85,0.53,466.4,Cardio,32.13374837648853,3.1,1.99,1.0,29.05,0.98,2699.0
44.26,Male,124.64,1.85,175.32,125.75,68.95,1.34,964.0,Yoga,35.0,3.5,4.02,1.99,36.42,0.01,3299.0
46.23,Male,57.1,1.6,184.94,142.56,64.84,0.88,773.7,Cardio,25.120094915156194,1.6,3.0,1.0,22.3,0.04,1598.0
21.91,Male,50.54,1.59,197.22,138.84,65.92,1.27,1676.4,HIIT,23.46768787768107,1.8,3.0,2.0,19.99,-0.01,1480.0
58.93,Male,53.96,1.75,168.06,135.07,69.1,1.47,1058.4,Yoga,23.394807932160344,2.79,4.0,2.0,17.62,1.02,1744.0
18.0,Female,62.06,1.85,160.99,121.11,52.78,0.89,1073.96,HIIT,20.77645773150188,3.0,3.02,1.0,18.13,0.03,1823.0
32.81,Male,102.55,1.75,185.65,139.45,53.08,1.41,1355.86,Cardio,33.35725260907191,2.22,3.01,2.02,33.49,-0.01,2720.0
53.95,Female,54.92,1.71,164.09,152.19,67.04,0.76,501.14,Yoga,24.36100878079777,2.8,1.99,1.0,18.78,1.01,1581.0
22.01,Female,87.91,1.62,173.75,161.77,68.95,1.89,1961.06,Cardio,32.671355038786274,3.51,4.99,2.97,33.5,3.98,2550.0
51.12,Female,64.98,1.6,168.76,125.33,55.07,1.48,1956.86,HIIT,29.778766244376886,2.49,3.99,2.02,25.38,0.01,1786.0
25.19,Female,105.09,1.88,174.07,155.98,67.17,1.31,1730.64,HIIT,28.110396493249144,2.31,3.02,2.01,29.73,0.01,2747.0
19.44,Female,50.99,1.68,192.75,144.69,63.95,1.2,1152.0,Cardio,21.180345694122305,2.12,2.99,2.0,18.07,0.04,1356.0
37.91,Female,91.75,1.77,178.07,139.93,73.82,0.81,535.09,Yoga,32.86221278323607,3.39,2.01,1.01,29.29,0.98,2614.0
39.4,Female,43.13,1.75,181.29,130.51,52.1,1.13,746.48,Yoga,20.593068907854423,2.12,1.99,1.01,14.08,0.04,1166.0
20.9,Female,60.2,1.7,178.75,122.74,52.23,1.96,2293.2,Strength,22.8228957025075,2.72,5.0,3.0,20.83,3.98,1879.0
59.19,Female,86.7,1.75,193.73,122.8,60.02,1.13,1220.4,Strength,28.935832258835088,3.11,3.0,2.0,28.31,-0.03,2383.0
48.49,Female,72.94,1.83,194.33,130.8,71.12,1.05,1008.84,Cardio,21.81189364605917,2.77,4.0,2.01,21.78,0.01,2029.0
57.86,Male,56.56,1.7,169.93,122.03,56.91,0.73,884.1,HIIT,20.702057287154567,2.68,2.01,1.01,19.57,-0.01,1525.0
31.11,Male,57.78,1.56,161.31,123.36,49.73,1.81,2590.29,HIIT,26.141038904997373,2.7,5.01,3.01,23.74,0.03,1688.0
58.93,Female,76.28,1.77,167.21,127.8,53.05,1.45,1276.0,Cardio,25.35096221251205,1.78,2.96,1.0,24.35,-0.01,2077.0
33.96,Male,116.2,1.81,180.62,166.78,66.74,1.35,1191.24,Cardio,35.0,2.21,2.0,1.03,35.47,0.01,3235.0
57.86,Female,109.04,1.91,198.03,156.0,56.08,1.5,1440.0,Cardio,30.835317134212318,2.22,3.0,2.0,29.89,-0.01,2915.0
47.22,Female,55.53,1.77,197.76,137.99,67.88,1.21,1162.57,Cardio,21.002823311175927,2.89,3.99,2.01,17.72,0.04,1549.0
41.72,Female,57.58,1.57,167.08,122.53,52.03,1.82,2604.6,HIIT,25.331428141440394,2.7,3.98,3.01,23.36,-0.01,1724.0
56.55,Female,85.11,1.69,189.42,133.08,49.85,1.76,2516.8,HIIT,34.068172524063534,3.51,5.05,3.0,29.8,-0.02,2431.0
18.18,Female,83.8,1.96,183.08,149.74,67.04,1.83,2141.1,Strength,25.745943917604315,3.51,3.98,3.0,21.81,-0.03,2338.0
23.86,Male,60.73,1.79,169.97,164.79,62.85,1.97,1537.78,Yoga,23.687278867962103,2.69,4.0,3.01,18.95,0.01,1623.0
29.71,Female,61.01,1.55,171.89,120.12,51.92,1.29,1702.8,HIIT,26.834450979652043,1.61,2.99,2.0,25.39,0.01,1799.0
47.37,Female,127.14,1.76,199.2,156.56,72.78,0.7,693.0,Strength,35.0,3.0,2.0,1.0,41.04,0.01,3164.0
18.4,Female,60.2,1.79,191.25,126.35,68.91,1.1,968.0,Cardio,22.23171797686165,2.1,2.01,1.0,18.79,0.0,1604.0
38.46,Female,57.74,1.56,184.81,132.4,53.99,1.62,1263.6,Yoga,22.86310231383969,2.7,4.98,3.0,23.73,3.03,1746.0
47.39,Male,97.18,1.9,199.07,147.89,63.98,0.77,508.2,Yoga,30.664467906150435,3.01,3.0,1.0,26.92,0.02,2596.0
51.73,Female,86.19,1.82,174.14,154.06,57.06,1.78,2077.79,Strength,29.167888370113833,3.5,3.99,2.97,26.02,1.01,2576.0
32.02,Female,70.29,1.62,177.03,121.56,58.2,1.25,1237.5,Strength,29.543284343456875,1.82,1.98,1.0,26.78,-0.0,1901.0
45.21,Female,48.39,1.64,167.93,159.26,66.97,1.26,1663.2,HIIT,22.188453819236052,2.49,4.02,2.0,17.99,0.0,1570.0
42.0,Male,59.86,1.74,194.94,141.03,51.91,1.78,2549.32,HIIT,15.772457207267017,2.7,5.01,3.02,19.77,-0.01,1695.0
38.09,Male,59.53,1.72,196.41,148.12,68.07,1.08,1423.22,HIIT,23.716488287168612,1.68,3.01,1.98,20.12,-0.03,1674.0
33.62,Male,47.33,1.61,195.84,160.97,69.2,1.02,1102.52,Strength,19.467808121072135,1.69,3.01,2.01,18.26,0.01,1242.0
47.18,Female,87.5,1.64,177.25,164.66,49.95,2.01,2349.89,Strength,33.030869260207645,3.51,4.02,2.99,32.53,-0.01,2292.0
46.32,Male,104.24,1.77,194.03,147.36,53.82,1.19,1177.03,Strength,34.60843628406765,2.9,1.98,1.0,33.27,0.0,2739.0
48.51,Female,68.7,1.74,160.23,167.12,57.94,1.49,1609.2,Strength,27.710506653507153,2.3,2.98,2.0,22.69,4.0,1945.0
20.93,Male,110.78,1.69,193.4,133.06,59.06,1.06,699.6,Yoga,35.0,2.7,2.98,1.0,38.79,0.01,2904.0
22.23,Male,101.04,1.85,189.55,156.76,67.03,1.47,1587.6,Strength,30.941170609321638,2.4,4.0,2.0,29.52,-0.02,2719.0
53.2,Male,83.49,1.86,168.01,141.84,55.81,1.53,1592.42,Cardio,24.71323602823624,3.5,5.02,3.01,24.13,3.99,2288.0
40.23,Male,57.27,1.69,183.91,155.66,53.13,1.2,866.16,Yoga,21.89710370519497,2.41,4.0,2.03,20.05,-0.03,1584.0
43.1,Female,95.53,1.77,197.98,151.15,50.06,1.09,1078.12,Strength,26.889479226572746,3.36,2.99,1.0,30.49,0.02,2556.0
24.76,Male,120.48,1.83,179.18,119.73,51.22,1.02,735.62,Yoga,35.0,2.5,3.02,2.02,35.98,-0.01,3145.0
42.63,Female,73.33,1.89,175.84,142.24,62.76,1.17,1158.3,Strength,26.160645529245105,3.32,3.01,1.0,20.53,2.02,1878.0
54.13,Male,83.13,1.86,167.91,142.23,55.96,1.55,1813.5,Strength,24.74690063674479,3.5,4.98,3.0,24.03,4.03,2385.0
59.84,Male,85.05,1.67,189.74,144.94,71.06,1.99,2068.01,Cardio,29.801816250012312,3.51,4.97,2.99,30.5,-0.01,2426.0
38.93,Male,59.33,1.83,169.92,154.56,59.16,1.36,977.57,Yoga,18.473362454786262,2.31,4.02,1.98,17.72,-0.03,1671.0
56.11,Female,56.14,1.92,181.02,136.17,61.85,0.68,597.86,Cardio,19.30583678492736,3.19,2.98,1.0,15.23,0.02,1611.0
53.93,Male,126.08,1.94,199.26,131.85,72.96,1.34,963.19,Yoga,32.74947901903629,2.88,3.01,1.98,33.5,0.0,3438.0
38.86,Female,81.62,1.75,165.23,164.7,54.96,1.31,1730.64,HIIT,25.651570935007697,2.79,3.98,2.01,26.65,1.04,2428.0
54.67,Male,64.92,1.53,170.83,120.24,57.89,1.75,1817.2,Cardio,22.827837643346992,2.7,3.99,2.98,27.73,-0.03,1871.0
36.21,Male,60.34,1.72,160.75,127.92,51.14,1.62,2316.6,HIIT,22.13258121813951,2.7,4.98,3.0,20.4,-0.02,1727.0
47.83,Male,73.3,1.59,195.9,149.07,63.77,1.19,856.09,Yoga,30.20361150100273,2.1,2.99,1.99,28.99,0.0,1912.0
25.85,Female,73.01,1.67,162.54,120.92,49.72,1.37,1656.19,HIIT,25.91821456912962,1.88,1.98,1.0,26.18,0.96,1786.0
41.97,Female,48.93,1.5,173.43,130.67,62.98,1.16,1531.2,HIIT,26.16057396014947,1.51,2.95,2.0,21.75,0.01,1348.0
22.83,Male,41.34,1.58,162.69,131.77,67.16,0.56,369.94,Yoga,21.00148567507536,1.79,3.01,1.01,16.56,-0.02,1344.0
19.0,Female,99.09,1.7,197.19,162.29,74.19,0.83,548.3,Yoga,35.0,2.42,2.01,1.01,34.29,0.01,2815.0
44.8,Male,73.39,1.74,180.84,152.27,50.09,1.18,1275.46,Strength,25.655226972819737,2.3,3.99,2.01,24.24,0.02,2220.0
26.49,Male,76.44,1.7,196.06,150.76,56.03,0.97,852.82,Cardio,28.05633028721437,2.1,3.0,1.0,26.45,4.01,2346.0
36.09,Male,99.52,1.99,188.87,147.46,72.9,1.33,1610.76,HIIT,22.223554335289187,2.52,2.97,1.01,25.13,0.0,2477.0
33.83,Male,92.19,1.76,174.81,142.77,72.96,0.73,883.3,HIIT,29.33315257311101,3.5,3.02,1.0,29.76,-0.02,2504.0
32.91,Male,106.44,1.6,183.33,152.41,73.9,1.4,1513.26,Strength,35.0,3.3,3.98,2.01,41.58,0.01,2850.0
38.43,Male,102.78,1.94,192.18,134.1,49.86,0.89,1076.9,HIIT,27.500363101753937,2.41,2.99,1.0,27.31,-0.05,2845.0
48.95,Male,105.74,1.64,197.71,154.79,59.14,1.19,1140.5,Cardio,35.0,3.1,3.01,1.98,39.31,-0.02,2665.0
44.89,Female,51.25,1.87,176.96,157.66,57.05,1.43,1373.94,Cardio,17.791794103685394,3.4,3.98,2.01,14.66,0.03,1643.0
55.87,Male,55.82,1.53,189.83,123.65,66.02,1.91,1987.93,Cardio,24.486127052947737,2.69,5.03,3.01,23.85,0.02,1614.0
55.81,Female,89.69,1.61,162.82,167.97,50.98,1.38,992.77,Yoga,35.0,2.3,3.02,1.99,34.6,0.96,2536.0
24.91,Male,81.34,1.95,188.24,136.26,74.07,1.93,2762.02,HIIT,24.73110439830706,3.51,4.01,3.01,21.39,-0.04,2251.0
45.79,Female,60.24,1.65,174.86,136.91,69.13,1.68,1751.23,Cardio,26.779399578825764,2.71,4.01,3.03,22.13,0.97,1531.0
39.89,Male,55.34,1.61,183.48,157.85,63.94,1.55,1613.24,Cardio,23.49561494141098,2.68,4.0,3.01,21.35,0.01,1564.0
49.32,Male,79.47,1.72,193.97,127.41,69.15,1.45,1438.11,Strength,30.887090976783924,3.3,2.99,1.02,26.86,0.02,2200.0
21.93,Male,96.66,1.63,180.0,162.33,62.17,1.35,1783.48,HIIT,35.0,2.39,3.99,2.01,36.38,0.0,2557.0
42.33,Male,72.32,1.69,177.31,148.36,61.09,1.06,766.38,Yoga,26.59119764816873,2.27,3.03,2.05,25.32,-0.03,1936.0
48.09,Male,68.98,1.6,191.09,165.71,53.08,1.34,1765.85,HIIT,25.63536383905119,2.01,4.0,1.98,26.95,-0.01,1959.0
55.77,Female,45.52,1.73,164.86,128.46,73.03,0.84,741.22,Cardio,15.788109251874296,2.58,2.99,1.03,15.21,1.98,1418.0
52.2,Male,65.09,1.74,190.86,137.72,69.85,1.49,1970.08,HIIT,23.044696859575243,2.83,4.01,2.02,21.5,0.0,1782.0
47.83,Male,68.13,1.69,170.15,158.94,72.96,0.75,659.4,Cardio,28.884308974028972,2.5,3.0,1.0,23.85,-0.02,1974.0
43.46,Female,72.88,1.59,190.41,157.73,67.03,1.32,1305.61,Strength,29.43297243682076,2.21,3.02,1.0,28.83,1.0,1829.0
47.83,Male,72.99,1.83,194.31,131.32,71.16,1.06,762.56,Yoga,25.818599506931527,2.79,3.99,1.99,21.8,0.04,1961.0
47.28,Male,66.17,1.71,181.05,168.95,71.21,1.42,1718.2,HIIT,25.41548119876565,2.9,2.99,1.0,22.63,2.0,1759.0
28.11,Male,67.46,1.67,171.3,157.22,73.88,0.61,738.1,HIIT,25.321963656739786,2.31,3.0,1.0,24.19,0.02,1826.0
40.96,Male,51.93,1.8,165.93,126.04,60.21,1.1,789.36,Yoga,15.52463157999961,2.1,4.01,1.96,16.03,0.02,1531.0
43.14,Male,40.47,1.74,186.8,142.65,51.16,1.51,1087.2,Yoga,17.80818815876026,2.19,2.99,2.0,13.37,0.02,1077.0
19.99,Male,54.98,1.6,171.8,168.34,67.16,1.11,1463.98,HIIT,24.869444734322077,3.19,4.01,1.99,21.48,1.99,1780.0
30.06,Female,90.01,1.66,164.67,152.16,71.03,1.31,943.99,Yoga,33.937672760543926,2.11,3.99,2.01,32.66,0.02,2620.0
46.14,Male,72.29,1.87,187.8,160.82,63.83,1.32,950.4,Yoga,21.870947366266837,3.4,4.01,2.0,20.67,-0.01,1991.0
34.21,Male,76.14,1.94,180.94,140.68,71.95,1.18,1274.4,Strength,20.275200024437073,2.41,3.99,2.0,20.23,3.99,2325.0
24.69,Male,64.88,1.77,160.06,141.08,57.93,0.89,783.2,Cardio,25.028683163669918,2.59,2.99,1.0,20.71,0.0,1868.0
44.18,Female,124.94,1.85,175.07,125.75,68.92,1.35,1779.03,HIIT,35.0,3.5,3.98,1.98,36.51,-0.02,3264.0
36.85,Female,48.67,1.67,164.61,131.81,73.88,1.39,916.57,Yoga,22.111433780855958,3.01,1.98,1.0,17.45,-0.01,1423.0
51.93,Female,72.68,1.94,170.59,120.84,56.18,1.46,1928.81,HIIT,20.533217250892687,2.89,3.0,2.01,19.31,1.01,2065.0
22.82,Male,60.16,1.59,190.77,122.69,51.8,1.8,1405.08,Yoga,27.477501030320685,2.7,3.99,3.01,23.8,-0.02,1757.0
18.09,Male,51.14,1.53,180.79,147.13,52.0,1.3,1250.08,Cardio,25.196841212539443,2.09,3.0,2.02,21.85,0.03,1307.0
28.1,Male,65.5,1.9,174.8,158.15,56.04,1.18,1429.1,HIIT,21.483752709618123,2.99,3.0,1.01,18.14,0.03,1749.0
56.1,Male,59.52,1.57,181.69,154.71,56.89,1.26,1211.62,Cardio,28.87629840978391,2.59,4.03,2.02,24.15,0.0,1547.0
18.72,Female,59.48,1.56,184.16,161.85,50.01,1.64,1705.6,Cardio,24.59841909293053,2.72,4.98,3.0,24.44,-0.02,1702.0
33.88,Male,69.77,1.53,166.5,133.44,59.05,1.36,1346.4,Strength,29.012555379278126,2.09,2.02,1.0,29.8,0.01,1881.0
28.28,Male,55.53,1.5,193.6,128.0,56.07,1.94,2778.47,HIIT,28.930089971151492,2.68,4.98,3.02,24.68,-0.03,1583.0
37.9,Female,57.55,1.56,184.74,132.39,53.91,1.65,1929.02,Strength,27.947579266939044,2.7,4.97,2.99,23.65,3.0,1682.0
27.98,Female,114.92,1.87,183.77,165.59,54.92,1.05,754.11,Yoga,32.33275963883973,3.19,3.03,1.97,32.86,0.01,3042.0
45.01,Male,41.34,1.58,194.71,167.79,70.9,1.46,1768.21,HIIT,18.178515730953297,2.61,1.98,1.01,16.56,0.02,1037.0
56.83,Female,95.57,1.74,199.11,143.53,53.93,1.21,1160.63,Cardio,32.27417183390561,2.8,2.97,1.99,31.57,-0.02,2570.0
43.32,Male,58.25,1.61,179.15,124.46,54.17,1.05,1386.0,HIIT,25.68825448651153,2.59,3.03,2.0,22.47,0.97,1601.0
22.21,Female,97.99,1.88,194.15,135.14,70.88,0.52,514.33,Strength,28.405372250237313,2.19,2.0,1.0,27.72,-0.01,2413.0
20.1,Female,92.41,1.94,176.4,131.22,70.92,1.14,1230.17,Strength,25.792889190603038,2.08,3.0,1.99,24.55,-0.0,2450.0
39.97,Female,72.01,1.6,172.82,129.79,66.84,0.88,580.8,Yoga,32.488270635396674,1.88,2.98,1.0,28.13,-0.0,1965.0
