Gender,Age,Daily meals frequency,Physical exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories
0,22,3,3,170,61,1567.5,337.992,135.197,90.131,2703.935
0,29,2,0,165,85,1741.25,261.188,104.475,69.65,2089.502
1,41,2,1,152,63,1214,208.656,83.462,55.642,1669.25
0,22,2,4,170,76,1717.5,407.906,163.163,108.775,3263.251
0,22,3,0,152,98,1825,273.75,109.5,73,2190
0,55,2,0,165,42,1181.25,177.188,70.875,47.25,1417.502
0,23,2,0,165,65,1571.25,235.688,94.275,62.85,1885.502
1,21,3,0,152,55,1234,185.1,74.04,49.36,1480.8
1,22,4,0,160,47,1199,179.85,71.94,47.96,1438.8
1,24,3,4,160,53,1249,296.638,118.655,79.103,2373.099
0,22,4,0,185,84,1891.25,283.688,113.475,75.65,2269.502
1,23,3,0,160,77,1494,224.1,89.64,59.76,1792.8
0,29,3,1,165,84,1731.25,297.559,119.023,79.349,2380.469
0,22,2,2,163,58,1493.75,289.414,115.766,77.177,2315.313
1,28,3,0,152,55,1199,179.85,71.94,47.96,1438.8
0,23,3,0,178,83,1832.5,274.875,109.95,73.3,2199
1,21,2,2,155,53,1232.75,238.845,95.538,63.692,1910.76
1,24,3,0,155,78,1467.75,220.162,88.065,58.71,1761.298
0,21,3,0,168,79,1740,261,104.4,69.6,2088
0,24,3,0,168,84,1775,266.25,106.5,71,2130
0,23,3,0,160,112,2010,301.5,120.6,80.4,2412
0,22,2,0,168,90,1845,276.75,110.7,73.8,2214
0,23,3,0,168,60,1540,231,92.4,61.6,1848
1,28,3,0,173,55,1330.25,199.538,79.815,53.21,1596.302
0,25,2,0,165,50,1411.25,211.688,84.675,56.45,1693.502
0,17,2,3,175,80,1813.75,391.09,156.436,104.291,3128.723
0,24,2,4,183,74,1768.75,420.078,168.031,112.021,3360.625
0,29,2,1,168,94,1850,317.969,127.188,84.792,2543.756
1,22,3,0,160,55,1279,191.85,76.74,51.16,1534.8
1,43,3,0,157,110,1705.25,255.788,102.315,68.21,2046.302
1,50,3,0,165,110,1720.25,258.037,103.215,68.81,2064.298
1,28,3,4,152,52,1169,277.638,111.055,74.037,2221.105
1,21,2,0,157,45,1165.25,174.788,69.915,46.61,1398.302
1,23,3,0,157,50,1205.25,180.788,72.315,48.21,1446.302
0,28,3,0,152,81,1625,243.75,97.5,65,1950
1,48,3,0,142,80,1286.5,192.975,77.19,51.46,1543.8
0,23,3,0,163,102,1928.75,289.312,115.725,77.15,2314.498
0,25,3,0,163,109,1988.75,298.312,119.325,79.55,2386.498
0,32,3,0,168,50,1395,209.25,83.7,55.8,1674
1,56,2,0,152,72,1229,184.35,73.74,49.16,1474.8
1,22,3,0,160,58,1309,196.35,78.54,52.36,1570.8
1,23,3,0,163,68,1422.75,213.412,85.365,56.91,1707.298
0,48,3,0,160,90,1665,249.75,99.9,66.6,1998
0,21,3,0,152,95,1800,270,108,72,2160
1,29,3,0,145,95,1550.25,232.538,93.015,62.01,1860.302
0,23,3,0,157,74,1611.25,241.688,96.675,64.45,1933.502
0,23,3,1,173,76,1731.25,297.559,119.023,79.349,2380.469
0,48,3,0,173,82,1666.25,249.938,99.975,66.65,1999.502
0,28,4,0,155,85,1683.75,252.562,101.025,67.35,2020.498
0,25,4,0,157,88,1741.25,261.188,104.475,69.65,2089.502
0,22,3,0,180,138,2400,360,144,96,2880
0,62,3,0,165,96,1686.25,252.938,101.175,67.45,2023.502
1,20,2,0,135,52,1102.75,165.412,66.165,44.11,1323.298
0,39,4,0,165,101,1851.25,277.688,111.075,74.05,2221.502
0,30,3,4,173,82,1756.25,417.109,166.844,111.229,3336.873
0,28,3,0,155,88,1713.75,257.062,102.825,68.55,2056.498
1,22,3,0,142,95,1566.5,234.975,93.99,62.66,1879.8
0,23,3,0,173,77,1741.25,261.188,104.475,69.65,2089.502
0,23,2,2,170,98,1932.5,374.422,149.769,99.846,2995.378
1,21,4,4,155,49,1192.75,283.278,113.311,75.541,2266.225
0,28,2,4,175,72,1678.75,398.703,159.481,106.321,3189.625
0,22,3,0,170,58,1537.5,230.625,92.25,61.5,1845
1,21,3,0,173,55,1365.25,204.788,81.915,54.61,1638.302
0,21,3,0,168,60,1550,232.5,93,62,1860
0,23,3,0,168,94,1880,282,112.8,75.2,2256
0,24,2,1,170,90,1847.5,317.539,127.016,84.677,2540.313
0,28,3,2,165,78,1676.25,324.773,129.909,86.606,2598.182
1,23,3,2,160,65,1374,266.213,106.485,70.99,2129.702
0,22,4,0,180,134,2360,354,141.6,94.4,2832
1,22,3,0,152,54,1219,182.85,73.14,48.76,1462.8
1,19,3,0,168,46,1254,188.1,75.24,50.16,1504.8
1,29,3,1,140,57,1139,195.766,78.306,52.204,1566.124
0,25,3,0,160,77,1650,247.5,99,66,1980
0,22,2,0,163,75,1663.75,249.562,99.825,66.55,1996.498
0,24,3,2,168,68,1615,312.906,125.163,83.442,2503.254
0,23,2,1,170,67,1622.5,278.867,111.547,74.365,2230.941
0,39,4,0,157,88,1671.25,250.688,100.275,66.85,2005.502
1,25,3,0,168,47,1234,185.1,74.04,49.36,1480.8
1,43,4,0,142,79,1301.5,195.225,78.09,52.06,1561.8
1,23,3,0,178,60,1436.5,215.475,86.19,57.46,1723.8
1,20,4,0,137,56,1155.25,173.288,69.315,46.21,1386.302
1,29,3,0,173,66,1435.25,215.288,86.115,57.41,1722.302
0,20,3,0,163,45,1373.75,206.062,82.425,54.95,1648.498
1,23,3,2,170,74,1526.5,295.759,118.304,78.869,2366.073
0,23,4,0,160,90,1790,268.5,107.4,71.6,2148
1,23,3,0,160,90,1624,243.6,97.44,64.96,1948.8
0,23,3,0,170,80,1752.5,262.875,105.15,70.1,2103
1,16,3,0,155,55,1277.75,191.662,76.665,51.11,1533.298
0,23,3,1,168,75,1690,290.469,116.188,77.458,2323.75
0,23,2,0,165,59,1511.25,226.688,90.675,60.45,1813.502
1,23,3,0,152,68,1354,203.1,81.24,54.16,1624.8
1,30,4,1,150,68,1306.5,224.555,89.822,59.881,1796.437
1,22,3,0,150,55,1216.5,182.475,72.99,48.66,1459.8
1,37,4,1,147,59,1162.75,199.848,79.939,53.293,1598.785
0,24,3,1,173,102,1986.25,341.387,136.555,91.036,2731.092
0,28,4,0,175,122,2178.75,326.812,130.725,87.15,2614.498
0,22,3,0,157,108,1956.25,293.438,117.375,78.25,2347.502
1,25,2,1,155,65,1332.75,229.066,91.627,61.084,1832.528
0,31,3,0,168,50,1400,210,84,56,1680
0,22,2,1,173,100,1976.25,339.668,135.867,90.578,2717.342
1,23,3,0,160,60,1324,198.6,79.44,52.96,1588.8
0,22,3,1,178,73,1737.5,298.633,119.453,79.635,2389.059
0,39,4,0,165,106,1901.25,285.188,114.075,76.05,2281.502
0,20,2,0,165,71,1646.25,246.938,98.775,65.85,1975.502
0,39,3,0,155,87,1648.75,247.312,98.925,65.95,1978.498
0,39,3,0,168,99,1850,277.5,111,74,2220
0,19,3,3,180,58,1615,348.234,139.294,92.862,2785.87
0,28,3,1,178,80,1777.5,305.508,122.203,81.469,2444.065
0,25,3,0,168,70,1630,244.5,97.8,65.2,1956
0,28,2,1,170,96,1887.5,324.414,129.766,86.51,2595.31
1,56,2,0,152,71,1219,182.85,73.14,48.76,1462.8
1,21,2,0,155,48,1182.75,177.412,70.965,47.31,1419.298
0,22,3,0,183,79,1828.75,274.312,109.725,73.15,2194.498
1,22,3,0,152,56,1239,185.85,74.34,49.56,1486.8
0,23,4,1,163,68,1588.75,273.066,109.227,72.818,2184.534
0,25,2,1,163,68,1578.75,271.348,108.539,72.359,2170.779
0,24,2,0,165,48,1396.25,209.438,83.775,55.85,1675.502
0,22,2,0,163,79,1703.75,255.562,102.225,68.15,2044.498
0,33,4,0,170,102,1922.5,288.375,115.35,76.9,2307
1,22,4,0,168,101,1789,268.35,107.34,71.56,2146.8
1,22,3,1,157,45,1160.25,199.418,79.767,53.178,1595.342
1,50,4,0,140,73,1194,179.1,71.64,47.76,1432.8
1,20,3,0,168,48,1269,190.35,76.14,50.76,1522.8
0,49,3,0,157,88,1621.25,243.188,97.275,64.85,1945.502
1,60,2,0,155,79,1297.75,194.662,77.865,51.91,1557.298
0,52,3,0,178,92,1777.5,266.625,106.65,71.1,2133
1,21,2,2,157,74,1455.25,281.955,112.782,75.188,2255.64
0,24,3,0,165,49,1406.25,210.938,84.375,56.25,1687.502
1,32,3,0,140,80,1354,203.1,81.24,54.16,1624.8
0,23,3,0,175,82,1803.75,270.562,108.225,72.15,2164.498
1,32,3,0,157,76,1420.25,213.038,85.215,56.81,1704.302
1,23,4,0,157,57,1275.25,191.288,76.515,51.01,1530.302
1,25,3,0,160,65,1364,204.6,81.84,54.56,1636.8
1,37,3,0,160,46,1114,167.1,66.84,44.56,1336.8
0,29,2,1,168,91,1820,312.812,125.125,83.417,2502.501
1,21,3,0,163,45,1202.75,180.412,72.165,48.11,1443.298
0,28,3,0,173,125,2196.25,329.438,131.775,87.85,2635.502
0,52,3,0,168,50,1295,194.25,77.7,51.8,1554
1,29,3,0,152,100,1644,246.6,98.64,65.76,1972.8
1,21,2,0,160,55,1284,192.6,77.04,51.36,1540.8
1,23,3,0,163,48,1222.75,183.412,73.365,48.91,1467.298
1,26,3,0,155,89,1567.75,235.162,94.065,62.71,1881.298
1,22,2,0,170,48,1271.5,190.725,76.29,50.86,1525.8
1,37,3,0,155,100,1622.75,243.412,97.365,64.91,1947.298
0,21,2,1,170,76,1722.5,296.055,118.422,78.948,2368.44
0,22,3,4,160,50,1395,331.312,132.525,88.35,2650.498
0,25,3,0,160,85,1730,259.5,103.8,69.2,2076
1,27,3,0,152,94,1594,239.1,95.64,63.76,1912.8
1,48,3,0,145,99,1495.25,224.288,89.715,59.81,1794.302
0,24,3,2,180,65,1660,321.625,128.65,85.767,2573.003
0,23,3,0,165,73,1651.25,247.688,99.075,66.05,1981.502
0,23,3,0,163,107,1978.75,296.812,118.725,79.15,2374.498
1,31,3,0,142,81,1381.5,207.225,82.89,55.26,1657.8
0,25,2,0,165,50,1411.25,211.688,84.675,56.45,1693.502
0,26,2,0,168,135,2275,341.25,136.5,91,2730
0,23,3,0,173,56,1531.25,229.688,91.875,61.25,1837.502
0,21,3,1,170,64,1602.5,275.43,110.172,73.448,2203.44
1,22,3,0,163,51,1257.75,188.662,75.465,50.31,1509.298
1,24,2,0,137,55,1125.25,168.788,67.515,45.01,1350.302
0,24,4,0,180,85,1860,279,111.6,74.4,2232
1,23,3,0,157,48,1185.25,177.788,71.115,47.41,1422.302
1,21,2,0,163,60,1352.75,202.912,81.165,54.11,1623.298
0,23,2,0,178,60,1602.5,240.375,96.15,64.1,1923
1,20,3,1,155,56,1267.75,217.895,87.158,58.105,1743.157
1,22,4,0,160,60,1329,199.35,79.74,53.16,1594.8
1,30,3,0,170,65,1401.5,210.225,84.09,56.06,1681.8
0,24,4,2,175,82,1798.75,348.508,139.403,92.935,2788.059
0,22,3,0,173,75,1726.25,258.938,103.575,69.05,2071.502
1,25,2,0,168,92,1684,252.6,101.04,67.36,2020.8
1,22,3,4,155,49,1187.75,282.091,112.836,75.224,2256.724
1,23,4,0,155,67,1362.75,204.412,81.765,54.51,1635.298
1,36,3,0,140,86,1394,209.1,83.64,55.76,1672.8
1,30,3,0,152,95,1589,238.35,95.34,63.56,1906.8
0,22,3,0,165,98,1906.25,285.938,114.375,76.25,2287.502
1,23,3,0,155,42,1112.75,166.912,66.765,44.51,1335.298
1,23,3,0,160,90,1624,243.6,97.44,64.96,1948.8
0,24,3,0,168,116,2095,314.25,125.7,83.8,2514
0,24,3,0,163,110,2003.75,300.562,120.225,80.15,2404.498
0,22,2,0,163,55,1463.75,219.562,87.825,58.55,1756.498
0,22,2,1,175,65,1638.75,281.66,112.664,75.109,2253.277
0,25,3,0,173,54,1501.25,225.188,90.075,60.05,1801.502
1,39,3,0,137,80,1300.25,195.038,78.015,52.01,1560.302
0,25,3,0,168,50,1430,214.5,85.8,57.2,1716
0,21,3,0,168,76,1710,256.5,102.6,68.4,2052
1,22,3,1,163,50,1247.75,214.457,85.783,57.189,1715.661
0,21,3,3,175,80,1793.75,386.777,154.711,103.141,3094.221
0,21,3,0,178,72,1732.5,259.875,103.95,69.3,2079
1,24,2,0,152,65,1319,197.85,79.14,52.76,1582.8
0,22,3,2,168,66,1605,310.969,124.388,82.925,2487.753
0,24,4,4,165,70,1616.25,383.859,153.544,102.362,3070.87
1,22,3,2,170,70,1491.5,288.978,115.591,77.061,2311.825
0,27,3,0,175,116,2123.75,318.562,127.425,84.95,2548.498
1,23,3,0,152,43,1104,165.6,66.24,44.16,1324.8
0,22,2,2,175,60,1588.75,307.82,123.128,82.085,2462.557
1,21,2,1,142,55,1171.5,201.352,80.541,53.694,1610.818
1,22,4,0,152,50,1179,176.85,70.74,47.16,1414.8
0,20,2,0,168,70,1655,248.25,99.3,66.2,1986
0,23,3,0,170,56,1512.5,226.875,90.75,60.5,1815
1,28,4,0,157,95,1630.25,244.538,97.815,65.21,1956.302
1,29,3,0,168,108,1824,273.6,109.44,72.96,2188.8
1,30,3,0,140,85,1414,212.1,84.84,56.56,1696.8
1,28,3,0,157,76,1440.25,216.038,86.415,57.61,1728.302
0,28,2,1,175,82,1778.75,305.723,122.289,81.526,2445.782
0,25,2,0,168,95,1880,282,112.8,75.2,2256
0,30,3,1,175,107,2018.75,346.973,138.789,92.526,2775.782
0,22,3,1,178,89,1897.5,326.133,130.453,86.969,2609.065
0,21,3,0,173,51,1491.25,223.688,89.475,59.65,1789.502
0,29,3,0,155,108,1908.75,286.312,114.525,76.35,2290.498
0,25,3,0,155,103,1878.75,281.812,112.725,75.15,2254.498
0,40,3,0,157,90,1686.25,252.938,101.175,67.45,2023.502
0,21,3,0,173,110,2081.25,312.188,124.875,83.25,2497.502
1,24,4,2,152,54,1209,234.244,93.698,62.465,1873.953
0,24,3,4,170,81,1757.5,417.406,166.962,111.308,3339.244
0,35,3,0,163,111,1958.75,293.812,117.525,78.35,2350.498
1,22,2,1,155,95,1647.75,283.207,113.283,75.522,2265.658
0,23,3,0,165,109,2011.25,301.688,120.675,80.45,2413.502
0,30,3,0,165,98,1866.25,279.938,111.975,74.65,2239.502
1,46,4,0,147,72,1247.75,187.162,74.865,49.91,1497.298
0,26,3,2,173,93,1886.25,365.461,146.184,97.456,2923.684
1,49,2,0,157,68,1255.25,188.288,75.315,50.21,1506.302
0,21,3,4,175,75,1743.75,414.141,165.656,110.438,3313.13
1,20,4,0,155,54,1247.75,187.162,74.865,49.91,1497.298
0,18,4,0,165,112,2066.25,309.938,123.975,82.65,2479.502
0,34,3,0,165,50,1366.25,204.938,81.975,54.65,1639.502
0,25,3,0,183,68,1703.75,255.562,102.225,68.15,2044.498
1,24,4,0,157,72,1420.25,213.038,85.215,56.81,1704.302
1,21,2,4,157,58,1295.25,307.622,123.049,82.032,2460.972
0,28,3,1,173,90,1846.25,317.324,126.93,84.62,2538.596
0,26,3,0,175,108,2048.75,307.312,122.925,81.95,2458.498
0,23,3,1,168,92,1860,319.688,127.875,85.25,2557.502
0,20,2,1,163,68,1603.75,275.645,110.258,73.505,2205.157
0,52,3,0,168,50,1295,194.25,77.7,51.8,1554
0,27,3,0,165,72,1621.25,243.188,97.275,64.85,1945.502
0,21,3,1,170,85,1812.5,311.523,124.609,83.073,2492.185
1,25,2,0,157,75,1445.25,216.788,86.715,57.81,1734.302
1,16,3,0,152,48,1189,178.35,71.34,47.56,1426.8
1,22,3,0,170,58,1371.5,205.725,82.29,54.86,1645.8
0,27,4,1,180,109,2085,358.359,143.344,95.562,2866.87
1,45,2,1,142,57,1071.5,184.164,73.666,49.11,1473.31
0,23,4,3,178,110,2102.5,453.352,181.341,120.894,3626.818
0,24,4,0,178,126,2257.5,338.625,135.45,90.3,2709
1,20,3,0,163,49,1247.75,187.162,74.865,49.91,1497.298
1,29,2,0,152,76,1404,210.6,84.24,56.16,1684.8
0,46,3,0,168,52,1345,201.75,80.7,53.8,1614
1,35,2,0,155,77,1402.75,210.412,84.165,56.11,1683.298
1,20,2,1,163,63,1387.75,238.52,95.408,63.605,1908.157
1,27,3,0,152,74,1394,209.1,83.64,55.76,1672.8
0,22,3,0,160,108,1975,296.25,118.5,79,2370
0,34,4,0,160,96,1795,269.25,107.7,71.8,2154
1,23,3,0,140,72,1319,197.85,79.14,52.76,1582.8
0,27,3,0,170,51,1442.5,216.375,86.55,57.7,1731
1,28,3,0,145,87,1475.25,221.288,88.515,59.01,1770.302
0,23,3,2,168,74,1680,325.5,130.2,86.8,2604
1,22,2,0,160,63,1359,203.85,81.54,54.36,1630.8
0,25,2,0,173,73,1691.25,253.688,101.475,67.65,2029.502
0,25,3,0,157,89,1751.25,262.688,105.075,70.05,2101.502
1,21,2,1,147,40,1052.75,180.941,72.377,48.251,1447.531
0,23,4,1,175,66,1643.75,282.52,113.008,75.339,2260.163
1,21,3,0,155,56,1262.75,189.412,75.765,50.51,1515.298
0,21,3,0,165,56,1491.25,223.688,89.475,59.65,1789.502
0,22,2,0,168,56,1505,225.75,90.3,60.2,1806
0,43,4,1,178,90,1802.5,309.805,123.922,82.615,2478.443
0,23,3,1,170,75,1702.5,292.617,117.047,78.031,2340.935
1,21,2,0,135,45,1027.75,154.162,61.665,41.11,1233.298
0,23,3,0,170,74,1692.5,253.875,101.55,67.7,2031
1,28,3,0,157,45,1130.25,169.538,67.815,45.21,1356.302
0,22,3,0,163,110,2013.75,302.062,120.825,80.55,2416.498
0,23,3,1,168,67,1610,276.719,110.688,73.792,2213.756
1,20,3,0,157,42,1140.25,171.038,68.415,45.61,1368.302
0,18,3,2,165,47,1416.25,274.398,109.759,73.173,2195.185
0,28,3,0,170,53,1457.5,218.625,87.45,58.3,1749
0,27,3,0,163,45,1338.75,200.812,80.325,53.55,1606.498
1,58,2,0,160,78,1329,199.35,79.74,53.16,1594.8
0,24,3,0,165,119,2106.25,315.938,126.375,84.25,2527.502
0,23,3,0,178,73,1732.5,259.875,103.95,69.3,2079
0,29,3,0,173,51,1451.25,217.688,87.075,58.05,1741.502
1,23,3,0,163,50,1242.75,186.412,74.565,49.71,1491.298
1,27,4,0,165,100,1735.25,260.287,104.115,69.41,2082.298
1,23,4,0,163,91,1652.75,247.912,99.165,66.11,1983.298
1,18,3,0,145,72,1375.25,206.288,82.515,55.01,1650.302
0,23,3,0,163,49,1398.75,209.812,83.925,55.95,1678.498
1,18,3,0,163,45,1217.75,182.662,73.065,48.71,1461.298
1,41,3,0,145,101,1550.25,232.538,93.015,62.01,1860.302
0,24,3,1,170,58,1527.5,262.539,105.016,70.01,2100.31
1,22,3,1,173,80,1610.25,276.762,110.705,73.803,2214.095
0,21,3,1,165,104,1971.25,338.809,135.523,90.349,2710.469
1,18,4,0,155,83,1547.75,232.162,92.865,61.91,1857.298
1,30,3,0,160,45,1139,170.85,68.34,45.56,1366.8
1,24,2,0,155,63,1317.75,197.662,79.065,52.71,1581.298
0,26,2,0,168,89,1815,272.25,108.9,72.6,2178
0,17,3,4,168,55,1520,361,144.4,96.267,2888.003
1,22,3,0,152,75,1429,214.35,85.74,57.16,1714.8
0,25,3,0,168,117,2100,315,126,84,2520
0,29,3,0,165,97,1861.25,279.188,111.675,74.45,2233.502
0,23,3,2,165,65,1571.25,304.43,121.772,81.181,2435.437
0,23,3,0,157,45,1321.25,198.188,79.275,52.85,1585.502
1,49,3,0,157,45,1025.25,153.788,61.515,41.01,1230.302
1,27,3,0,168,45,1204,180.6,72.24,48.16,1444.8
1,16,4,0,160,60,1359,203.85,81.54,54.36,1630.8
0,22,2,0,165,63,1556.25,233.438,93.375,62.25,1867.502
1,55,3,0,142,110,1551.5,232.725,93.09,62.06,1861.8
0,30,4,0,165,107,1956.25,293.438,117.375,78.25,2347.502
1,47,3,0,160,105,1654,248.1,99.24,66.16,1984.8
0,17,3,1,168,70,1670,287.031,114.812,76.542,2296.25
0,29,3,0,165,98,1871.25,280.688,112.275,74.85,2245.502
0,37,4,0,165,102,1871.25,280.688,112.275,74.85,2245.502
1,22,3,0,135,71,1282.75,192.412,76.965,51.31,1539.298
1,25,3,0,155,87,1552.75,232.912,93.165,62.11,1863.298
1,22,3,2,130,57,1111.5,215.353,86.141,57.427,1722.819
1,39,2,1,152,63,1224,210.375,84.15,56.1,1683
0,25,3,2,180,65,1655,320.656,128.263,85.508,2565.248
1,22,4,0,160,60,1329,199.35,79.74,53.16,1594.8
0,35,3,0,173,55,1461.25,219.188,87.675,58.45,1753.502
0,22,2,4,180,81,1830,434.625,173.85,115.9,3477
0,20,3,0,173,68,1666.25,249.938,99.975,66.65,1999.502
0,39,3,0,152,92,1680,252,100.8,67.2,2016
0,25,2,0,168,65,1580,237,94.8,63.2,1896
0,15,3,0,165,78,1741.25,261.188,104.475,69.65,2089.502
0,18,3,0,163,43,1363.75,204.562,81.825,54.55,1636.498
1,22,2,4,160,70,1429,339.388,135.755,90.503,2715.099
0,34,4,0,163,99,1843.75,276.562,110.625,73.75,2212.498
0,23,2,2,180,63,1645,318.719,127.488,84.992,2549.756
0,23,3,1,170,65,1602.5,275.43,110.172,73.448,2203.44
0,23,2,0,165,75,1671.25,250.688,100.275,66.85,2005.502
1,50,3,0,163,49,1097.75,164.662,65.865,43.91,1317.298
0,22,3,2,173,75,1726.25,334.461,133.784,89.19,2675.69
0,24,3,0,165,88,1796.25,269.438,107.775,71.85,2155.502
0,22,3,1,180,98,2000,343.75,137.5,91.667,2750.003
1,22,2,0,168,150,2279,341.85,136.74,91.16,2734.8
0,23,2,0,175,56,1543.75,231.562,92.625,61.75,1852.498
1,23,3,0,157,45,1155.25,173.288,69.315,46.21,1386.302
0,22,3,0,170,76,1717.5,257.625,103.05,68.7,2061
0,25,3,0,178,132,2312.5,346.875,138.75,92.5,2775
0,48,3,0,173,55,1396.25,209.438,83.775,55.85,1675.502
0,43,3,0,155,87,1628.75,244.312,97.725,65.15,1954.498
1,22,2,0,142,54,1156.5,173.475,69.39,46.26,1387.8
0,23,3,0,165,49,1411.25,211.688,84.675,56.45,1693.502
0,33,4,0,173,105,1971.25,295.688,118.275,78.85,2365.502
1,36,3,0,142,92,1466.5,219.975,87.99,58.66,1759.8
1,23,3,0,165,57,1325.25,198.788,79.515,53.01,1590.302
1,29,3,0,142,92,1501.5,225.225,90.09,60.06,1801.8
0,21,4,4,168,69,1640,389.5,155.8,103.867,3116.003
0,22,2,0,165,53,1456.25,218.438,87.375,58.25,1747.502
0,47,2,0,157,67,1421.25,213.188,85.275,56.85,1705.502
1,22,3,0,160,42,1149,172.35,68.94,45.96,1378.8
1,23,2,0,163,58,1322.75,198.412,79.365,52.91,1587.298
1,35,3,0,142,73,1281.5,192.225,76.89,51.26,1537.8
0,22,3,4,168,80,1745,414.438,165.775,110.517,3315.505
0,40,3,0,173,54,1426.25,213.938,85.575,57.05,1711.502
0,22,3,1,165,55,1476.25,253.73,101.492,67.661,2029.837
1,39,3,0,163,49,1152.75,172.912,69.165,46.11,1383.298
0,33,3,0,163,99,1848.75,277.312,110.925,73.95,2218.498
0,36,2,3,168,85,1725,371.953,148.781,99.188,2975.628
0,23,4,1,175,98,1963.75,337.52,135.008,90.005,2700.157
0,27,2,0,168,50,1420,213,85.2,56.8,1704
1,21,2,0,157,58,1295.25,194.288,77.715,51.81,1554.302
0,22,2,0,165,78,1706.25,255.938,102.375,68.25,2047.502
0,23,2,1,173,80,1771.25,304.434,121.773,81.182,2435.466
0,21,3,0,183,70,1743.75,261.562,104.625,69.75,2092.498
0,22,3,0,188,98,2050,307.5,123,82,2460
0,32,4,0,163,99,1853.75,278.062,111.225,74.15,2224.498
1,18,3,0,163,50,1267.75,190.162,76.065,50.71,1521.298
1,27,3,0,137,72,1280.25,192.038,76.815,51.21,1536.302
0,23,3,4,175,60,1583.75,376.141,150.456,100.304,3009.124
0,19,2,0,180,86,1895,284.25,113.7,75.8,2274
0,50,4,0,155,88,1603.75,240.562,96.225,64.15,1924.498
1,20,4,0,132,76,1324,198.6,79.44,52.96,1588.8
0,22,2,0,180,97,1990,298.5,119.4,79.6,2388
1,21,4,0,152,62,1304,195.6,78.24,52.16,1564.8
0,23,3,0,168,46,1400,210,84,56,1680
0,22,3,0,165,113,2056.25,308.438,123.375,82.25,2467.502
1,26,3,0,145,85,1465.25,219.788,87.915,58.61,1758.302
0,25,3,0,160,42,1300,195,78,52,1560
0,24,2,1,163,70,1603.75,275.645,110.258,73.505,2205.157
1,23,2,0,165,111,1865.25,279.787,111.915,74.61,2238.298
1,22,3,0,160,38,1109,166.35,66.54,44.36,1330.8
1,21,4,1,175,70,1527.75,262.582,105.033,70.022,2100.658
0,20,3,0,173,53,1516.25,227.438,90.975,60.65,1819.502
0,22,3,0,175,69,1678.75,251.812,100.725,67.15,2014.498
0,21,3,0,178,120,2212.5,331.875,132.75,88.5,2655
0,23,2,1,163,89,1798.75,309.16,123.664,82.443,2473.283
0,24,3,0,165,119,2106.25,315.938,126.375,84.25,2527.502
0,23,4,0,165,57,1491.25,223.688,89.475,59.65,1789.502
1,23,2,1,160,63,1354,232.719,93.088,62.058,1861.75
1,19,3,0,152,72,1414,212.1,84.84,56.56,1696.8
1,22,2,2,160,62,1349,261.369,104.548,69.698,2090.95
0,22,3,0,163,47,1383.75,207.562,83.025,55.35,1660.498
0,22,2,1,163,86,1773.75,304.863,121.945,81.297,2438.905
0,29,4,0,170,104,1962.5,294.375,117.75,78.5,2355
1,45,2,0,157,88,1475.25,221.288,88.515,59.01,1770.302
0,23,2,0,173,67,1641.25,246.188,98.475,65.65,1969.502
0,28,3,0,152,88,1695,254.25,101.7,67.8,2034
0,21,2,0,157,66,1541.25,231.188,92.475,61.65,1849.502
1,52,4,0,152,69,1219,182.85,73.14,48.76,1462.8
1,23,3,0,157,78,1485.25,222.788,89.115,59.41,1782.302
0,26,4,2,175,105,2018.75,391.133,156.453,104.302,3129.062
0,31,3,0,160,117,2020,303,121.2,80.8,2424
1,21,3,0,163,46,1212.75,181.912,72.765,48.51,1455.298
0,21,4,0,168,62,1570,235.5,94.2,62.8,1884
0,23,2,1,168,91,1850,317.969,127.188,84.792,2543.756
0,22,3,0,170,85,1807.5,271.125,108.45,72.3,2169
1,20,3,0,163,85,1607.75,241.162,96.465,64.31,1929.298
1,28,3,0,155,75,1417.75,212.662,85.065,56.71,1701.298
1,27,3,0,152,95,1604,240.6,96.24,64.16,1924.8
0,18,2,0,163,79,1723.75,258.562,103.425,68.95,2068.498
0,22,2,0,175,80,1788.75,268.312,107.325,71.55,2146.498
1,23,2,4,157,55,1255.25,298.122,119.249,79.499,2384.975
0,28,3,0,168,60,1515,227.25,90.9,60.6,1818
0,20,2,1,165,77,1706.25,293.262,117.305,78.203,2346.095
0,28,3,0,170,50,1427.5,214.125,85.65,57.1,1713
0,25,3,0,157,45,1311.25,196.688,78.675,52.45,1573.502
0,21,3,2,165,60,1531.25,296.68,118.672,79.115,2373.443
1,28,3,0,140,71,1284,192.6,77.04,51.36,1540.8
0,19,4,0,168,105,2010,301.5,120.6,80.4,2412
0,23,4,1,180,70,1715,294.766,117.906,78.604,2358.124
1,31,3,3,150,50,1121.5,241.823,96.729,64.486,1934.582
1,48,3,0,140,71,1184,177.6,71.04,47.36,1420.8
1,24,3,1,152,65,1319,226.703,90.681,60.454,1813.622
1,21,4,0,145,80,1440.25,216.038,86.415,57.61,1728.302
1,33,3,0,155,100,1642.75,246.412,98.565,65.71,1971.298
1,37,3,0,155,98,1602.75,240.412,96.165,64.11,1923.298
1,16,3,0,160,80,1559,233.85,93.54,62.36,1870.8
0,23,3,1,170,100,1952.5,335.586,134.234,89.49,2684.69
0,22,3,1,180,65,1670,287.031,114.812,76.542,2296.25
0,30,3,0,173,63,1566.25,234.938,93.975,62.65,1879.502
